Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Tuition_fees_up_to_date,Debtor,Scholarship_holder,Admission_grade,Age_at_enrollment,Gender,Status
3,10.333333333333334,3,10.333333333333334,1,0,0,121.7,20,0,Enrolled
4,12.25,3,11.0,1,0,0,114.8,19,0,Enrolled
6,12.0,4,12.75,1,0,0,127.0,19,0,Enrolled
7,14.731428571428571,7,14.731428571428571,1,0,0,131.3,19,0,Graduate
0,0.0,0,0.0,1,0,0,137.1,18,0,Graduate
13,13.615384615384617,12,14.25,1,0,0,120.0,21,0,Graduate
5,15.8,5,14.8,1,0,0,139.0,27,0,Graduate
6,14.666666666666666,6,14.571428571428571,1,0,0,129.1,19,0,Graduate
0,0.0,0,0.0,1,0,0,128.2,25,0,Dropout
7,14.654285714285717,7,14.654285714285717,1,0,1,120.8,18,0,Graduate
7,12.401428571428571,7,12.401428571428571,1,0,0,135.8,24,0,Graduate
7,11.5875,7,14.071428571428571,1,0,0,118.9,20,0,Graduate
5,14.0,5,15.6,1,0,0,140.0,26,0,Graduate
6,12.333333333333334,6,11.833333333333334,1,0,1,127.1,20,0,Graduate
5,14.0,5,15.4,1,0,0,137.0,18,0,Graduate
6,15.23076923076923,6,12.375,1,0,0,127.4,19,0,Graduate
5,11.6,3,11.0,1,0,0,97.0,23,0,Dropout
6,11.6,6,11.6,1,0,1,126.3,18,0,Graduate
0,0.0,0,0.0,1,0,0,127.5,18,0,Dropout
7,12.901428571428571,8,13.094444444444443,1,0,1,126.6,19,0,Graduate
7,14.142857142857142,5,14.8,1,0,0,120.0,30,0,Graduate
0,0.0,0,0.0,1,0,0,140.0,29,0,Dropout
8,13.25375,8,13.25375,1,0,0,131.5,19,0,Graduate
7,13.785714285714286,8,14.1,1,0,0,112.2,20,0,Graduate
6,13.916666666666666,6,13.916666666666666,1,0,0,150.5,20,0,Graduate
6,13.5,6,13.571428571428571,1,0,0,121.0,19,0,Graduate
3,11.333333333333334,2,10.666666666666666,1,0,0,112.2,20,0,Enrolled
0,0.0,0,0.0,1,0,0,129.4,21,0,Dropout
5,11.5,4,14.6,1,0,0,114.4,19,0,Graduate
7,12.082857142857142,7,12.082857142857142,1,0,1,120.3,18,0,Graduate
6,11.833333333333334,5,12.8,1,0,1,120.0,27,0,Graduate
5,13.4,5,12.4,1,0,1,114.5,19,0,Graduate
0,0.0,0,0.0,1,0,1,127.8,19,0,Dropout
5,14.2,6,14.571428571428571,1,0,0,124.6,19,0,Graduate
7,13.814285714285717,7,13.814285714285717,1,0,1,130.3,18,0,Graduate
4,11.25,6,10.5,1,0,1,118.2,20,0,Enrolled
6,14.5,6,13.666666666666666,1,0,1,118.8,18,0,Graduate
0,0.0,0,0.0,1,0,0,133.0,19,0,Dropout
6,11.3,6,11.3,1,0,0,129.0,36,0,Graduate
0,0.0,1,16.0,1,0,0,100.0,18,0,Enrolled
1,12.0,3,12.0,1,1,0,120.7,18,0,Enrolled
7,12.3,7,12.3,1,0,0,132.5,19,0,Graduate
7,12.694285714285714,7,12.694285714285714,1,0,1,120.3,18,0,Graduate
4,11.0,4,11.0,1,0,0,114.6,18,0,Graduate
6,13.0,6,14.166666666666666,1,0,1,116.5,19,0,Graduate
7,14.4125,8,16.05,1,0,1,127.8,19,0,Graduate
7,12.92875,8,14.0625,1,0,0,129.9,18,0,Dropout
6,13.333333333333334,5,12.8,1,0,0,118.9,20,0,Graduate
5,12.8,5,12.8,1,0,1,114.3,20,0,Enrolled
7,14.402857142857142,7,14.402857142857142,1,0,0,114.8,20,0,Graduate
7,13.381428571428572,7,13.381428571428572,1,0,1,123.0,18,0,Graduate
7,14.13125,8,13.98375,1,0,0,122.1,18,0,Graduate
5,11.714285714285714,5,12.6,1,0,0,123.7,19,0,Graduate
5,11.8,4,11.25,1,0,0,132.4,19,0,Enrolled
6,11.166666666666666,2,11.0,1,0,0,114.8,44,0,Graduate
0,0.0,0,0.0,1,0,0,130.0,32,0,Dropout
5,13.6,5,12.0,1,0,0,122.3,22,0,Dropout
12,13.846153846153848,11,14.090909090909092,1,0,0,152.4,36,0,Graduate
6,12.5,6,13.333333333333334,1,0,1,120.1,18,0,Graduate
5,16.4,5,14.6,1,0,0,155.1,20,0,Graduate
11,13.818181818181818,11,13.454545454545457,1,0,1,124.5,20,0,Graduate
5,10.6,4,10.5,1,0,0,126.9,19,0,Graduate
5,10.2,5,12.2,1,1,0,153.2,24,0,Graduate
5,10.6,4,10.4,1,0,0,129.8,20,0,Enrolled
9,11.444444444444445,5,10.8,1,0,0,135.0,27,0,Dropout
5,14.333333333333334,8,12.625,1,0,0,131.3,20,0,Enrolled
16,13.0,13,13.266666666666667,1,0,1,125.2,23,0,Graduate
8,13.31,8,13.31,1,0,1,141.3,18,0,Graduate
5,10.571428571428571,5,12.2,1,0,1,117.1,18,0,Graduate
7,13.487142857142857,7,13.487142857142857,1,0,1,126.5,20,0,Graduate
6,12.333333333333334,6,11.833333333333334,1,0,1,120.1,20,0,Graduate
6,11.875,5,12.833333333333334,1,0,0,128.4,23,0,Dropout
6,13.966666666666669,6,13.966666666666669,1,0,0,140.0,20,0,Graduate
0,0.0,0,0.0,0,0,0,110.0,28,0,Dropout
4,11.5,5,12.8,1,0,0,116.8,21,0,Graduate
2,12.5,0,0.0,1,0,0,104.5,21,0,Dropout
0,0.0,0,0.0,1,0,0,140.0,28,0,Dropout
6,11.98,7,13.225,1,0,0,113.2,18,0,Graduate
5,13.2,5,11.8,1,0,1,118.6,21,0,Enrolled
6,11.614285714285714,8,14.0375,1,0,0,123.8,19,0,Graduate
7,14.314285714285717,7,14.314285714285717,1,0,1,126.7,18,0,Graduate
0,0.0,0,0.0,1,0,0,133.8,19,0,Dropout
6,12.666666666666666,2,13.0,1,0,0,140.0,20,0,Enrolled
6,12.766666666666666,7,12.128571428571428,1,0,1,100.6,20,0,Graduate
6,12.666666666666666,5,12.2,1,0,1,132.7,18,0,Graduate
6,11.5,4,10.571428571428571,1,0,0,106.6,20,0,Dropout
5,11.4,4,11.75,1,0,0,140.4,31,0,Dropout
7,14.70625,8,14.4775,1,0,1,128.3,19,0,Graduate
6,11.814285714285717,7,13.542857142857144,1,0,1,118.6,19,0,Graduate
6,13.0,6,11.875,1,0,0,123.4,23,0,Graduate
6,14.857142857142858,6,13.333333333333334,1,0,0,124.0,19,0,Graduate
6,12.6,6,12.6,1,0,0,121.3,20,0,Graduate
5,13.333333333333334,4,11.4,1,1,0,101.0,22,0,Enrolled
6,10.666666666666666,6,12.833333333333334,1,0,0,116.9,18,0,Enrolled
2,11.5,1,11.0,0,1,0,130.0,27,0,Dropout
1,10.0,0,0.0,1,0,0,120.0,29,0,Dropout
5,11.8,5,12.2,1,0,0,130.4,18,0,Graduate
5,11.8,6,12.666666666666666,1,0,0,118.7,18,0,Graduate
8,12.77125,8,12.77125,1,0,0,131.5,18,0,Graduate
3,11.333333333333334,5,12.6,1,0,0,120.4,20,0,Enrolled
6,12.666666666666666,5,14.6,1,0,0,129.1,18,0,Graduate
5,12.2,4,10.833333333333334,0,0,0,132.0,18,0,Enrolled
1,12.0,0,0.0,0,0,0,130.0,28,0,Dropout
7,11.721428571428572,7,11.721428571428572,1,0,1,132.8,18,0,Graduate
4,14.0,3,12.525,1,0,0,143.7,27,0,Enrolled
7,14.75,5,13.8,1,0,0,152.8,26,0,Enrolled
6,12.666666666666666,6,13.666666666666666,1,0,0,133.5,18,0,Graduate
4,13.0,5,14.0,1,0,0,146.2,18,0,Dropout
0,0.0,0,0.0,1,0,0,115.2,21,0,Dropout
4,10.75,0,0.0,1,0,0,120.7,18,0,Enrolled
0,0.0,0,0.0,0,0,0,101.8,32,0,Dropout
4,12.5,4,11.75,1,0,0,100.0,28,0,Graduate
0,0.0,0,0.0,0,0,0,121.9,40,0,Dropout
0,0.0,0,0.0,0,1,0,120.4,39,0,Dropout
0,0.0,0,0.0,0,1,0,120.4,39,0,Dropout
6,12.5,5,12.4,1,0,0,148.8,50,0,Graduate
5,12.8,3,11.666666666666666,1,0,0,123.0,23,0,Dropout
1,10.0,1,11.0,1,0,0,100.0,48,0,Dropout
4,11.25,5,10.2,1,0,0,112.1,23,0,Dropout
7,12.61,7,12.61,1,0,1,126.8,18,0,Graduate
2,12.0,5,12.6,1,0,0,115.9,18,0,Graduate
5,13.0,6,13.5,0,0,0,132.5,20,0,Graduate
4,12.0,5,13.0,1,0,1,132.2,18,0,Graduate
4,12.0,0,0.0,1,0,0,183.5,18,0,Dropout
1,12.0,1,11.0,1,0,0,136.0,31,1,Dropout
1,12.0,3,10.5,1,0,0,100.9,24,1,Enrolled
0,0.0,0,0.0,1,0,0,114.5,24,1,Graduate
0,0.0,0,0.0,0,1,0,110.3,26,1,Dropout
5,13.625,4,11.75,1,1,0,137.2,18,1,Dropout
3,11.666666666666666,3,11.666666666666666,1,0,1,116.9,19,1,Enrolled
0,0.0,0,0.0,1,0,0,121.8,22,1,Dropout
7,11.69,7,11.69,1,0,0,127.3,18,1,Graduate
0,0.0,0,0.0,0,1,0,120.0,20,1,Dropout
0,0.0,0,0.0,1,0,0,150.0,25,1,Graduate
4,11.5,5,11.285714285714286,1,0,0,100.0,24,1,Graduate
1,14.0,0,0.0,1,0,0,150.0,27,1,Dropout
5,11.0,5,12.4,1,0,0,116.9,21,1,Graduate
6,12.857142857142858,6,13.166666666666666,1,0,0,140.0,21,1,Graduate
4,12.5,6,11.333333333333334,1,0,0,122.1,19,1,Dropout
7,14.528571428571428,8,15.018181818181818,1,0,0,160.0,28,1,Graduate
5,10.0,2,12.0,1,0,0,118.4,20,1,Enrolled
6,13.0,6,12.625,1,0,1,150.0,21,1,Graduate
7,15.957142857142856,8,15.188888888888888,1,0,1,144.9,18,1,Graduate
5,13.2,5,12.6,1,0,1,121.1,18,1,Enrolled
4,10.2,3,11.0,1,0,0,121.8,20,1,Enrolled
5,14.2,2,13.5,1,0,0,146.8,25,1,Enrolled
6,12.625,2,14.5,1,1,0,138.0,22,1,Enrolled
6,13.496666666666668,6,13.496666666666668,1,0,0,138.0,18,1,Enrolled
5,13.25,5,11.0,1,0,0,116.3,19,1,Graduate
3,12.0,3,12.0,1,0,0,122.5,19,1,Dropout
4,13.0,4,13.75,0,1,0,115.0,25,1,Dropout
9,11.77777777777778,3,13.666666666666666,1,1,0,115.0,21,1,Dropout
2,11.0,0,0.0,1,0,0,119.8,19,1,Dropout
0,0.0,0,0.0,1,0,0,95.0,20,1,Dropout
14,12.428571428571429,6,10.857142857142858,1,0,0,150.0,25,1,Dropout
3,11.0,3,12.0,1,0,0,117.8,20,1,Enrolled
0,0.0,0,0.0,1,0,0,144.2,18,1,Graduate
3,11.5,3,10.666666666666666,1,1,0,130.0,23,1,Enrolled
8,12.5075,8,12.5075,1,0,0,128.2,23,1,Graduate
11,12.090909090909092,11,12.0,1,0,0,135.3,21,1,Graduate
2,11.0,3,12.666666666666666,1,0,0,143.9,20,1,Enrolled
1,10.0,2,11.333333333333334,1,0,0,140.7,25,1,Dropout
6,13.5,5,13.2,1,0,0,130.4,18,1,Graduate
6,14.166666666666666,6,13.625,1,0,0,123.2,22,1,Graduate
6,14.0,6,14.714285714285714,1,0,0,118.0,27,1,Graduate
0,0.0,0,0.0,1,0,0,120.0,25,1,Dropout
3,11.666666666666666,3,11.333333333333334,1,0,0,118.9,18,1,Dropout
5,14.6,5,14.2,1,0,0,117.2,20,1,Graduate
5,13.0,5,11.5,1,0,0,120.0,27,1,Graduate
6,12.166666666666666,6,12.0,1,0,0,118.1,20,1,Graduate
0,0.0,1,12.0,1,0,0,124.8,22,1,Dropout
3,10.5,3,10.8,1,0,0,106.5,19,1,Dropout
3,12.4,5,10.833333333333334,1,0,0,116.8,20,1,Enrolled
0,0.0,0,0.0,1,0,0,109.3,19,1,Graduate
0,0.0,0,0.0,0,0,0,120.0,29,1,Dropout
7,13.828571428571427,7,13.828571428571427,1,0,0,137.5,19,1,Graduate
5,10.6,5,10.2,1,0,1,150.0,28,0,Enrolled
6,11.5,6,11.666666666666666,1,0,0,120.4,20,0,Graduate
4,13.5,6,13.625,1,0,0,136.7,20,0,Graduate
0,0.0,0,0.0,1,0,0,118.5,31,0,Dropout
7,12.5375,7,12.614285714285714,1,0,0,133.0,18,0,Graduate
6,14.833333333333334,6,13.285714285714286,1,0,0,128.8,19,0,Enrolled
4,12.0,4,12.8,1,0,0,133.0,18,0,Graduate
5,11.8,5,11.6,1,0,0,102.0,19,0,Graduate
5,15.0,5,15.2,1,0,1,133.9,18,0,Graduate
3,12.0,5,13.2,1,0,0,127.0,19,0,Graduate
6,12.833333333333334,6,12.285714285714286,1,0,1,120.4,18,0,Graduate
6,11.666666666666666,3,12.0,1,0,0,124.5,19,0,Graduate
7,12.1625,8,13.825,1,0,0,123.9,19,0,Graduate
6,13.833333333333334,6,14.555555555555555,1,0,0,117.8,18,0,Graduate
4,12.45,5,11.7,1,0,0,126.7,19,0,Enrolled
6,12.125,6,13.571428571428571,1,0,1,110.0,20,0,Graduate
5,13.4,4,13.0,1,0,0,134.7,20,0,Enrolled
6,13.333333333333334,5,14.0,1,1,0,113.2,20,0,Enrolled
11,11.454545454545457,11,11.545454545454543,1,0,0,141.0,29,0,Dropout
4,12.0,3,10.0,0,0,1,111.5,20,0,Dropout
6,12.666666666666666,5,12.6,0,1,0,140.0,31,0,Dropout
6,12.666666666666666,6,13.77777777777778,1,0,0,134.3,20,0,Graduate
18,11.88888888888889,13,11.461538461538462,1,0,0,125.3,21,0,Graduate
0,0.0,0,0.0,1,0,0,140.0,23,0,Dropout
4,13.0,4,11.6,0,1,0,119.6,21,0,Dropout
7,16.885714285714283,8,15.744444444444444,1,0,0,170.0,24,0,Graduate
6,12.5,6,12.333333333333334,1,0,0,150.5,27,0,Graduate
7,13.055555555555555,8,15.8125,1,0,1,128.0,18,0,Graduate
0,0.0,0,0.0,0,0,0,108.7,21,0,Dropout
0,0.0,0,0.0,1,1,1,121.6,19,0,Dropout
7,12.355714285714283,7,12.355714285714283,1,0,1,125.3,19,0,Graduate
0,0.0,0,0.0,1,0,0,117.6,18,0,Dropout
5,11.98,5,11.98,1,0,1,124.3,18,0,Enrolled
7,13.857142857142858,7,12.571428571428571,1,1,1,106.1,20,0,Graduate
5,13.0,6,14.166666666666666,1,0,0,139.9,24,0,Graduate
6,12.833333333333334,6,11.166666666666666,1,0,0,110.8,20,0,Graduate
4,11.0,5,13.2,1,0,0,118.0,20,0,Enrolled
7,12.357142857142858,7,12.357142857142858,1,0,1,117.8,19,0,Graduate
7,13.857142857142858,7,13.857142857142858,1,0,1,127.5,18,0,Graduate
6,12.333333333333334,6,10.666666666666666,1,0,1,129.7,20,0,Graduate
7,12.847142857142858,8,13.788888888888888,1,0,0,130.6,20,0,Graduate
6,12.339999999999998,8,13.01875,1,0,1,126.3,19,0,Graduate
5,12.666666666666666,4,11.75,1,0,0,140.0,19,0,Enrolled
6,13.833333333333334,6,12.5,1,0,0,105.0,20,0,Graduate
2,10.75,2,10.0,1,0,0,114.6,19,0,Dropout
4,13.25,4,10.25,1,0,0,114.6,19,0,Dropout
8,13.73125,8,13.73125,1,0,1,131.0,18,0,Graduate
6,13.333333333333334,3,12.666666666666666,1,0,1,109.0,23,0,Dropout
5,12.0,5,10.8,1,0,0,132.0,21,0,Dropout
9,10.88888888888889,6,11.333333333333334,1,0,0,130.0,23,0,Graduate
7,13.025,8,13.811111111111112,1,0,0,109.5,19,0,Graduate
6,13.0,6,14.166666666666666,1,0,0,115.9,18,0,Graduate
5,11.8,5,12.0,1,0,0,131.6,19,0,Graduate
7,12.042857142857144,7,12.042857142857144,1,0,1,120.0,25,0,Graduate
5,12.2,4,13.0,1,0,0,109.7,19,0,Enrolled
7,12.8375,8,15.5,1,0,1,136.4,19,0,Graduate
7,11.0,7,11.7,1,1,1,120.0,24,0,Graduate
6,13.5,5,14.0,1,0,1,132.6,18,0,Graduate
6,12.125,6,12.714285714285714,1,0,1,112.9,19,0,Graduate
7,12.62857142857143,7,12.62857142857143,1,0,1,134.3,18,0,Graduate
3,10.666666666666666,4,11.4,1,0,0,123.2,27,0,Enrolled
5,11.2,5,11.6,1,0,0,117.2,19,0,Graduate
6,12.666666666666666,6,11.833333333333334,1,0,1,129.8,18,0,Dropout
4,13.5,0,0.0,0,1,0,158.0,34,0,Dropout
3,11.666666666666666,2,11.0,1,0,0,116.5,18,0,Enrolled
2,10.5,3,12.333333333333334,1,0,0,121.0,18,0,Enrolled
8,14.26875,8,14.26875,1,0,0,133.8,18,0,Enrolled
0,0.0,0,0.0,0,1,0,115.0,20,0,Dropout
2,10.5,3,13.333333333333334,1,0,1,131.8,19,0,Enrolled
5,11.2,1,10.0,1,0,0,121.0,21,0,Enrolled
5,12.0,5,14.833333333333334,1,0,0,152.4,26,0,Graduate
7,12.228571428571428,8,13.2125,1,0,0,110.2,27,0,Graduate
4,11.5,4,10.75,1,0,0,113.5,20,0,Graduate
6,15.375,6,16.428571428571427,1,0,0,144.4,18,0,Graduate
9,13.666666666666666,6,13.5,0,0,0,143.3,23,0,Enrolled
7,12.614285714285714,7,12.614285714285714,1,0,0,100.0,24,0,Graduate
5,12.2,6,11.5,1,0,1,126.3,19,0,Graduate
4,11.75,4,11.0,1,0,0,115.9,19,0,Graduate
5,11.4,3,10.0,1,1,1,114.9,19,0,Enrolled
5,10.6,2,10.0,1,1,0,121.0,18,0,Enrolled
13,10.923076923076923,11,11.454545454545457,1,0,0,112.3,22,0,Graduate
5,12.4,5,12.4,1,0,0,127.0,20,0,Graduate
0,0.0,0,0.0,1,0,0,120.0,25,0,Dropout
6,15.833333333333334,6,15.5,1,0,0,180.0,21,0,Graduate
5,11.8,6,11.708333333333334,1,0,0,117.4,19,0,Enrolled
6,12.571428571428571,6,13.666666666666666,1,0,0,115.8,18,0,Graduate
3,12.0,4,13.25,1,0,0,136.5,18,0,Graduate
7,13.3625,8,14.444444444444445,1,0,0,129.0,19,1,Graduate
5,15.4,5,16.0,1,0,1,137.6,19,0,Graduate
5,12.2,4,11.75,0,1,0,129.5,18,0,Dropout
11,12.818181818181818,11,13.545454545454543,1,0,1,129.1,20,0,Graduate
0,0.0,0,0.0,1,0,0,130.2,19,0,Dropout
17,13.394736842105264,17,13.554736842105264,1,0,0,134.3,28,0,Graduate
6,14.25,6,11.0,1,0,1,138.4,20,0,Graduate
9,13.444444444444445,7,14.714285714285714,1,0,0,120.0,30,0,Dropout
7,12.285714285714286,8,11.7375,1,0,1,123.5,19,0,Graduate
6,11.666666666666666,5,13.2,1,0,0,116.1,22,0,Graduate
6,12.166666666666666,6,13.5,1,0,0,110.8,18,0,Graduate
2,10.0,2,11.0,1,0,0,142.8,23,0,Dropout
6,14.0,6,15.0,1,0,0,155.5,18,0,Graduate
5,11.833333333333334,4,12.0,1,0,0,126.7,18,0,Enrolled
1,15.0,0,0.0,0,1,0,163.5,50,1,Dropout
0,0.0,0,0.0,1,0,1,161.9,19,0,Graduate
6,10.833333333333334,6,10.666666666666666,1,0,0,123.3,22,0,Graduate
6,13.142857142857142,6,14.0,1,1,1,137.5,23,0,Graduate
5,14.4,5,14.0,0,1,1,166.6,20,0,Dropout
0,0.0,0,0.0,0,0,0,103.5,44,0,Dropout
7,12.0,9,11.22222222222222,1,0,0,110.0,49,1,Graduate
9,12.2,10,12.8,1,0,0,128.2,46,1,Graduate
3,12.333333333333334,2,11.0,0,0,0,137.7,41,1,Dropout
7,11.8375,8,12.48125,1,0,0,128.8,18,1,Graduate
5,11.8,5,14.0,1,0,0,170.0,43,1,Graduate
0,0.0,0,0.0,0,1,0,116.4,70,1,Dropout
0,0.0,0,0.0,1,0,0,100.9,48,1,Dropout
19,12.68421052631579,13,12.384615384615383,1,0,0,136.0,41,1,Graduate
6,12.571428571428571,4,13.0,1,0,0,130.0,21,1,Enrolled
3,11.25,0,0.0,0,1,0,100.0,35,1,Dropout
4,14.0,4,15.5,1,0,0,157.0,44,1,Graduate
4,13.333333333333334,2,13.5,1,1,0,152.1,18,1,Dropout
6,13.666666666666666,6,13.666666666666666,1,0,0,162.9,45,1,Graduate
3,10.0,5,10.8,1,0,0,137.2,20,1,Enrolled
5,12.6,6,11.714285714285714,1,0,0,140.0,22,1,Graduate
3,17.333333333333332,1,17.0,1,0,0,146.5,39,1,Dropout
5,13.2,3,12.0,0,0,0,130.0,20,1,Enrolled
3,14.0,3,13.666666666666666,1,0,0,128.0,49,1,Dropout
4,13.875,1,12.5,1,0,0,190.0,43,1,Dropout
0,0.0,0,0.0,1,0,0,133.2,32,1,Dropout
9,13.11111111111111,7,14.857142857142858,1,0,0,124.3,47,1,Graduate
5,13.0,4,13.333333333333334,1,0,1,138.1,37,1,Dropout
10,12.5,7,12.142857142857142,1,0,0,144.3,41,1,Graduate
18,14.11111111111111,13,14.23076923076923,1,0,0,140.0,60,1,Graduate
11,14.727272727272728,9,15.77777777777778,1,0,0,148.3,47,1,Graduate
0,0.0,0,0.0,0,1,0,96.0,50,1,Dropout
0,0.0,0,0.0,1,0,0,121.7,45,1,Dropout
0,0.0,0,0.0,0,1,0,160.0,45,1,Dropout
4,13.5,5,11.6,1,0,0,110.3,33,1,Graduate
7,13.105714285714283,7,13.105714285714283,1,0,0,129.0,18,1,Graduate
5,13.5,5,14.4,1,0,0,150.0,43,1,Graduate
13,11.846153846153848,11,12.0,1,0,0,100.0,44,1,Graduate
0,0.0,0,0.0,1,0,0,107.5,29,1,Dropout
3,14.333333333333334,0,0.0,0,1,0,170.0,53,1,Dropout
5,15.8,5,17.6,1,0,0,123.0,37,1,Enrolled
5,13.8,5,12.4,1,0,0,138.5,18,1,Enrolled
6,12.666666666666666,3,12.0,1,1,0,140.0,35,1,Dropout
6,13.0,6,12.0,1,0,0,113.6,23,1,Enrolled
0,0.0,0,0.0,1,0,0,170.0,22,1,Graduate
1,11.0,0,0.0,0,0,0,115.5,33,1,Dropout
0,0.0,0,0.0,0,0,0,130.0,41,1,Dropout
7,15.2,8,16.575,1,0,0,140.0,51,1,Graduate
6,14.428571428571429,7,14.375,1,0,0,126.6,19,1,Graduate
0,0.0,0,0.0,1,0,0,143.2,35,1,Dropout
0,0.0,0,0.0,1,0,0,131.4,20,1,Graduate
4,13.75,5,11.2,1,0,0,133.3,18,1,Enrolled
5,12.166666666666666,3,12.0,0,1,1,118.3,18,1,Dropout
5,12.142857142857142,5,11.666666666666666,1,0,0,140.0,21,1,Graduate
6,12.0,5,11.6,1,0,0,124.7,21,1,Graduate
3,11.666666666666666,4,12.75,1,0,0,140.0,34,1,Graduate
0,0.0,0,0.0,1,0,0,150.0,34,1,Dropout
6,11.875,5,12.0,1,0,0,115.6,21,1,Graduate
7,11.285714285714286,6,12.333333333333334,1,0,0,116.9,32,1,Enrolled
2,10.0,3,11.333333333333334,1,0,0,123.4,30,1,Dropout
11,12.0,10,11.181818181818182,1,1,0,146.5,19,1,Enrolled
6,13.833333333333334,5,13.0,1,0,0,117.1,20,1,Dropout
0,0.0,0,0.0,1,0,0,113.9,18,1,Dropout
6,14.428571428571429,6,12.5,1,0,0,128.7,19,1,Graduate
5,14.2,6,12.4,1,0,0,132.9,18,1,Dropout
4,11.5,3,10.333333333333334,1,0,0,123.0,27,1,Dropout
5,13.0,6,15.0,1,0,0,129.8,52,1,Graduate
0,0.0,0,0.0,0,0,0,156.1,29,1,Dropout
3,11.333333333333334,2,11.0,0,1,0,120.0,22,1,Dropout
18,12.5,12,11.428571428571429,1,0,0,117.2,28,1,Graduate
0,0.0,0,0.0,1,0,0,107.0,30,1,Dropout
7,13.471428571428572,8,13.944444444444445,1,0,0,128.4,18,0,Graduate
4,11.75,3,13.333333333333334,1,0,0,123.4,21,0,Graduate
6,13.333333333333334,6,14.666666666666666,1,1,1,126.7,20,0,Graduate
8,13.105,8,13.105,1,0,1,123.0,21,0,Graduate
0,0.0,0,0.0,0,1,0,137.2,32,0,Dropout
6,15.5,6,12.166666666666666,1,0,1,125.9,20,1,Graduate
0,0.0,0,0.0,0,1,0,138.0,19,1,Dropout
4,11.25,3,12.333333333333334,0,1,0,128.2,18,1,Dropout
12,11.0,11,11.363636363636363,0,0,0,126.5,23,1,Dropout
6,12.333333333333334,4,13.0,1,0,0,112.4,20,1,Graduate
8,11.375,5,11.8,1,0,0,109.0,46,0,Graduate
18,12.22222222222222,12,12.384615384615383,1,0,0,100.0,27,1,Graduate
0,0.0,0,0.0,1,0,0,144.7,20,1,Enrolled
9,12.0,6,12.0,1,0,0,120.0,41,1,Graduate
1,11.0,1,10.0,1,1,0,100.0,40,1,Enrolled
16,14.125,10,13.0,1,0,0,154.0,37,1,Graduate
5,10.2,5,11.2,1,0,0,111.3,20,1,Enrolled
4,12.0,4,12.4,1,0,0,150.0,20,0,Enrolled
9,12.333333333333334,7,12.571428571428571,1,0,0,100.0,26,0,Graduate
9,14.333333333333334,7,13.857142857142858,1,0,0,162.5,54,1,Graduate
6,15.166666666666666,6,14.0,1,0,0,134.1,21,1,Graduate
6,15.142857142857142,6,15.142857142857142,1,0,1,133.0,20,0,Graduate
0,0.0,0,0.0,1,0,0,119.0,18,0,Dropout
6,13.411428571428573,7,13.294444444444444,1,0,0,131.1,19,0,Enrolled
6,12.333333333333334,6,12.166666666666666,1,0,0,129.4,18,0,Graduate
4,11.8,4,12.2,1,0,0,123.9,19,0,Enrolled
6,12.0,3,12.0,1,1,0,140.0,22,0,Dropout
6,15.0,6,15.625,1,0,0,162.0,19,0,Graduate
8,13.875,9,12.7,1,0,0,131.6,21,0,Dropout
6,11.833333333333334,6,14.333333333333334,1,0,0,110.6,20,0,Enrolled
6,12.5,6,13.833333333333334,1,0,1,117.4,18,0,Graduate
6,15.0,6,15.5,1,0,1,137.8,18,0,Graduate
2,11.666666666666666,4,10.5,1,1,0,106.7,20,0,Dropout
7,14.668,8,14.63375,1,0,1,156.9,18,0,Graduate
6,13.345,6,13.345,1,0,0,129.0,18,0,Enrolled
5,12.8,6,12.333333333333334,1,0,1,124.8,20,0,Graduate
6,10.833333333333334,6,12.142857142857142,1,0,0,115.1,19,0,Graduate
6,13.666666666666666,5,14.0,1,0,0,146.7,18,0,Graduate
7,14.537142857142856,7,14.537142857142856,1,0,0,132.8,18,0,Graduate
5,14.4,5,14.0,1,1,1,159.1,18,0,Dropout
0,0.0,0,0.0,1,0,1,137.6,20,0,Graduate
6,13.166666666666666,6,13.833333333333334,1,0,1,124.0,19,0,Graduate
2,11.5,0,0.0,0,0,0,149.0,36,1,Dropout
6,11.333333333333334,6,12.428571428571429,1,0,1,129.6,19,0,Graduate
6,12.0,5,13.6,1,0,0,110.0,18,0,Graduate
6,13.166666666666666,6,12.166666666666666,1,0,1,116.1,18,0,Graduate
6,14.833333333333334,6,14.166666666666666,1,0,1,133.3,18,0,Graduate
7,13.0,9,13.22222222222222,1,0,0,144.3,19,0,Graduate
7,13.087142857142856,8,12.95,1,0,0,133.6,18,0,Graduate
6,13.333333333333334,6,13.666666666666666,1,0,1,123.2,19,0,Graduate
6,12.166666666666666,4,12.75,1,0,0,137.2,18,0,Enrolled
6,11.0,4,12.0,0,0,1,130.0,22,0,Enrolled
0,0.0,0,0.0,0,1,0,110.0,18,0,Dropout
5,13.6,5,12.2,1,0,0,118.0,19,0,Graduate
6,15.5,6,14.0,1,0,0,128.4,18,0,Graduate
7,13.857142857142858,7,14.285714285714286,1,0,0,113.6,19,0,Graduate
2,11.5,3,10.0,1,1,0,113.5,20,0,Enrolled
6,13.0,6,12.166666666666666,1,0,1,146.9,18,0,Graduate
6,14.0,4,13.0,0,1,0,141.3,23,0,Enrolled
0,0.0,0,0.0,1,0,0,129.7,20,0,Dropout
